,date_time,dry_bulb,rel_humi,dew_point,pressure,wind_speed,wind_dir,wind_chill,heat_index,cloud_layer_1,cloud_layer_1_digit_m
0,2021-01-01-00:00,11.161538461538461,45.90307692307693,-0.176923076923077,101099.58,0.23692307692307693,5.384615384615385,,,79.46153846153847,6.0
1,2021-01-01-01:00,10.415384615384616,50.62307692307692,0.4130769230769232,101117.73153846155,1.106153846153846,109.23076923076923,,,10.692307692307692,6.0
2,2021-01-01-02:00,9.307692307692308,55.98846153846153,0.8792307692307693,101154.02846153846,0.11846153846153847,23.846153846153847,,,61.0,6.0
3,2021-01-01-03:00,8.753846153846153,58.38999999999999,0.9223076923076923,101161.80999999998,1.2653846153846153,103.84615384615384,,,193.53846153846155,6.0
4,2021-01-01-04:00,8.407692307692308,59.66153846153846,0.9238461538461539,101203.30076923076,0.9476923076923077,80.0,,,192.92307692307693,6.0
5,2021-01-01-05:00,7.7153846153846155,62.613846153846154,0.9299999999999999,101260.34615384616,0.7515384615384615,25.384615384615383,,,0.23076923076923078,6.0
6,2021-01-01-06:00,8.25,60.26499999999999,0.9175,101349.59833333334,0.12833333333333333,3.3333333333333335,,,0.9166666666666666,6.0
7,2021-01-01-07:00,8.953846153846154,59.04538461538462,1.2784615384615383,101436.68307692307,0.9492307692307693,49.23076923076923,,,109.0,6.0
8,2021-01-01-08:00,11.86923076923077,49.57692307692308,1.4923076923076921,101524.85461538463,0.47384615384615386,44.61538461538461,,,109.0,6.0
9,2021-01-01-09:00,15.938461538461537,30.75615384615385,-1.4507692307692308,101581.90230769232,1.2638461538461536,151.66666666666666,,,109.0,6.0
10,2021-01-01-10:00,17.753846153846155,24.636923076923075,-2.8261538461538462,101587.08846153847,1.186923076923077,86.15384615384616,,,124.38461538461539,6.0
11,2021-01-01-11:00,18.5,23.938333333333333,-2.565,101523.77416666666,2.1858333333333335,169.16666666666666,,,1.0,6.0
12,2021-01-01-12:00,18.876923076923077,24.666153846153847,-1.8469230769230764,101452.24307692306,3.7607692307692306,235.3846153846154,,,109.0,6.0
13,2021-01-01-13:00,18.715384615384615,24.577692307692306,-2.040769230769231,101436.67999999996,4.392307692307692,237.69230769230768,,,109.0,6.0
14,2021-01-01-14:00,18.023076923076925,25.122307692307693,-2.316153846153846,101436.67999999996,5.023846153846154,235.3846153846154,,,155.15384615384616,6.0
15,2021-01-01-15:00,17.43846153846154,37.778461538461535,2.206923076923077,101472.99,5.023846153846154,229.23076923076923,,,155.23076923076923,6.0
16,2021-01-01-16:00,15.492307692307692,60.99769230769232,7.82076923076923,101524.85461538464,4.433076923076923,240.76923076923077,,,155.15384615384616,6.0
17,2021-01-01-17:00,13.992307692307692,72.03846153846153,8.990769230769233,101563.75076923077,3.4046153846153846,243.84615384615384,,,155.23076923076923,6.0
18,2021-01-01-18:00,13.916666666666666,76.44666666666667,9.801666666666668,101613.6675,2.53,241.66666666666666,,,1.0,4.666666666666667
19,2021-01-01-19:00,13.416666666666666,76.33416666666669,9.296666666666669,101644.56833333331,0.25666666666666665,27.5,,,0.9166666666666666,3.3333333333333335
20,2021-01-01-20:00,12.86153846153846,75.92538461538462,8.673846153846155,101680.44153846151,1.2653846153846153,56.15384615384615,,,193.30769230769232,2.0
21,2021-01-01-21:00,12.015384615384615,78.21153846153844,8.293846153846154,101740.08692307693,1.4238461538461538,58.46153846153846,,,193.6153846153846,6.0
22,2021-01-01-22:00,12.061538461538463,69.38923076923076,6.476923076923077,101817.88076923076,1.463076923076923,86.15384615384616,,,193.53846153846155,6.0
23,2021-01-01-23:00,12.0,51.581538461538464,2.1592307692307693,101823.06846153845,2.017692307692308,56.92307692307692,,,192.53846153846155,2.0
24,2021-01-02-00:00,9.723076923076924,60.78153846153847,2.399230769230769,101820.47538461538,2.373846153846154,85.38461538461539,,,193.30769230769232,2.0
25,2021-01-02-01:00,9.569230769230769,58.52461538461538,1.7415384615384615,101872.3369230769,0.9876923076923076,41.53846153846154,,,193.6153846153846,6.0
26,2021-01-02-02:00,9.03076923076923,58.34538461538461,1.1907692307692308,101846.40615384614,1.9392307692307693,51.53846153846154,,,154.76923076923077,2.0
27,2021-01-02-03:00,8.330769230769231,61.576153846153844,1.2815384615384615,101815.28923076924,1.8192307692307688,63.84615384615385,,,7.461538461538462,6.0
28,2021-01-02-04:00,9.569230769230769,55.53,0.9953846153846155,101864.55769230766,2.6530769230769233,53.07692307692308,,,22.153846153846153,6.0
29,2021-01-02-05:00,10.307692307692308,47.639230769230764,-0.45615384615384624,101973.47153846154,1.186923076923077,24.615384615384617,,,53.30769230769231,6.0
30,2021-01-02-06:00,9.083333333333334,54.02916666666666,0.15749999999999997,102035.05249999999,1.2433333333333334,47.5,,,69.5,2.3333333333333335
31,2021-01-02-07:00,9.642857142857142,54.90857142857143,0.9078571428571429,102060.3407142857,2.2785714285714285,87.85714285714286,,,83.71428571428571,3.5454545454545454
32,2021-01-02-08:00,11.52142857142857,48.22642857142857,0.8471428571428572,102082.01357142856,1.9107142857142858,47.857142857142854,,,83.0,3.8
33,2021-01-02-09:00,13.338461538461539,50.63461538461537,3.196153846153846,102110.90999999999,1.6215384615384614,94.61538461538461,,,21.76923076923077,6.0
34,2021-01-02-10:00,14.661538461538461,58.93461538461538,6.647692307692308,102066.82384615384,1.7415384615384613,110.0,,,23.307692307692307,6.0
35,2021-01-02-11:00,16.284615384615385,56.62,7.570769230769231,101976.06538461542,1.3846153846153846,122.3076923076923,,,23.307692307692307,6.0
36,2021-01-02-12:00,15.96923076923077,65.0230769230769,9.33846153846154,101895.6746153846,3.047692307692308,253.84615384615384,,,24.846153846153847,6.0
37,2021-01-02-13:00,15.846153846153847,69.58384615384615,10.23846153846154,101864.55769230767,3.9176923076923083,249.23076923076923,,,59.84615384615385,6.0
38,2021-01-02-14:00,14.846153846153847,77.69769230769231,10.937692307692307,101872.3369230769,4.670000000000001,260.0,,,116.38461538461539,2.0
39,2021-01-02-15:00,13.992307692307692,82.01461538461538,10.93923076923077,101874.92999999996,4.276153846153846,266.15384615384613,,,116.3076923076923,2.0
40,2021-01-02-16:00,13.330769230769231,85.6576923076923,10.945384615384617,101877.52307692304,4.156923076923077,264.61538461538464,,,16.76923076923077,6.0
41,2021-01-02-17:00,13.023076923076925,87.35615384615383,10.94846153846154,101887.89538461536,3.166923076923077,260.0,,,116.46153846153847,2.0
42,2021-01-02-18:00,12.984615384615385,87.57,10.94923076923077,101874.92999999996,2.4530769230769227,253.84615384615384,,,155.0,4.0
43,2021-01-02-19:00,13.0,87.65999999999998,10.980000000000002,101852.45666666665,2.4,236.66666666666666,,,0.9166666666666666,3.0
44,2021-01-02-20:00,12.753846153846155,88.94076923076923,10.951538461538462,101880.11615384613,2.7323076923076925,270.8333333333333,,,116.46153846153847,2.0
45,2021-01-02-21:00,12.984615384615385,87.57,10.94923076923077,101882.70923076921,1.6615384615384614,203.84615384615384,,,116.76923076923077,6.0
46,2021-01-02-22:00,12.169230769230769,89.15923076923076,10.413076923076924,101908.63999999998,1.7415384615384613,193.84615384615384,,,49.46153846153846,6.0
47,2021-01-02-23:00,12.0,93.59999999999998,10.99,101903.45384615383,1.4253846153846155,160.0,,,39.07692307692308,6.0
48,2021-01-03-00:00,10.538461538461538,89.45538461538462,8.852307692307694,101874.92999999996,1.6215384615384614,83.07692307692308,,,92.92307692307692,6.0
49,2021-01-03-01:00,9.96923076923077,92.93615384615386,8.866153846153846,101877.52307692304,0.9892307692307691,49.23076923076923,,,82.61538461538461,5.6923076923076925
